url,product_title,product_price,Condition,Processor,Screen Size,Chipset Model,Lock Status,SIM Card Slot,Brand,Manufacturer Warranty,Network,Model,Connectivity,Style,Operating System,Features,Storage Capacity,Contract,Camera Resolution,RAM,feedback
https://www.ebay.com/fdbk/feedback_profile/cuisiting1226?filter=feedback_page%3ARECEIVED_AS_SELLER&q=314775347465&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Thank you! ,90%N ew Apple iphone 5C UNlocked 8/16/32GB White/Yellow/Green/Pink/Blue Gift (#,),Just like my mom's old phone, very nostalgic. ,90%N ew Apple iphone 5C UNlocked 8/16/32GB White/Yellow/Green/Pink/Blue Gift (#,),El vendedor responde muy rápido y el pedido llego antes de tiempo lo recomiendo muy legal ,90%N ew Apple iphone 5C UNlocked 8/16/32GB White/Yellow/Green/Pink/Blue Gift (#,),muito bom recomendo o vendedor,90%N ew Apple iphone 5C UNlocked 8/16/32GB White/Yellow/Green/Pink/Blue Gift (#314775347465)"
https://www.ebay.com/fdbk/feedback_profile/xmb-123?filter=feedback_page%3ARECEIVED_AS_SELLER&q=373982222639&sort=TIME,,,,,,,,,,,,,,,,,,,,,"awesome seller!,99%New Unlocked Original iPhone 5S 16GB 32GB 64GB Black , gold , White , (#,),Item received was damaged by shipping so seller offered reasonable refund. Very appreciated!,99%New Unlocked Original iPhone 5S 16GB 32GB 64GB Black , gold , White , (#,),TY,99%New Unlocked Original iPhone 5S 16GB 32GB 64GB Black , gold , White , (#373982222639),Battery lasting only one day :/,99%New Unlocked Original iPhone 5S 16GB 32GB 64GB Black , gold , White , (#373982222639),Thanks,99%New Unlocked Original iPhone 5S 16GB 32GB 64GB Black , gold , White , (#373982222639)"
https://www.ebay.com/itm/386136506860?epid=27056252010&hash=item59e78781ec:g:Mg4AAOSwSEllDBsz&amdata=enc%3AAQAIAAAAwFxJJeJQsX9jfewkhSdzQY2yNRGdmNauMW5TJwJMnKWzEhx5fwETBwYSPcrYhNr99GGZsSsrsdMUqvn9mz0tKfcs7%2Ft9laIoDCXa0aNV0fnJRferiZl0A9AEwcJpiChRnKZ8yN0ZeEnNR9mDNSMTK0Omf9aBELVk4r%2F6t8p33M0SLlOyjqqlU2mRPNUKOAznHGywqh%2FaMnW1Ci6hwzMGkapMHu66mcoH93WYdxFqTDAvJDF2YTl6K9mg5RQBQMCt4g%3D%3D%7Ctkp%3ABk9SR9TQ8pj-Yg,Apple iPhone 14 Pro 128/256/512GB/,GBP 629.99,Good - Refurbished,“FREE UK EXPRESS Next Day Royal Mail Special Delivery + 12 Month Warranty”,Without Contract,Apple,Apple iPhone 14 Pro,"3D Depth Camera, 3D Depth Sensor, 3D Face Recognition, 4K Video Recording, Accelerometer, Ambient Light Sensor, Bluetooth Enabled, Camera, Facial Recognition, GPS, MMS (Multimedia Messaging), Nano SIM, NFC Connectivity, Rear Camera, Sim Free, Vibration, Video Camera, Wi-Fi Capable",iOS,Dual SIM (SIM + eSIM),6 GB,Factory Unlocked,Slate,GSM | CDMA | HSPA | EVDO | LTE | 5G,Unknown,None,Not Applicable,48 MP,A2890,"2G, 3G, 4G, 4G+, 5G, Bluetooth, Dual-Band, GPRS, GPS, Lightning, LTE, NFC, Quad-Band, Tri-Band, Wi-Fi",
https://www.ebay.com/fdbk/feedback_profile/tristan-01?filter=feedback_page%3ARECEIVED_AS_SELLER&q=134148163602&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Description on this product seemed too good to be true, however it was the best purchase I've made in recent years. The configuration including the IOS version were exactly as I needed, and are something you really can't find anywhere else. The phone works great and I'm extremely happy with it!,99%N ew Apple iPhone 5 16GB 32GB 64GB UNlocked(GSM&CDMA)  IOS6&7&10Smart phone (#,)"
https://www.ebay.com/fdbk/feedback_profile/limetropic?filter=feedback_page%3ARECEIVED_AS_SELLER&q=386136506860&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Quick delivery, perfect condition, ,Apple iPhone 14 Pro 128/256/512GB/1TB Unlocked All Colours Good Condition (#,)"
https://www.ebay.com/itm/166446457220?epid=14034212885&hash=item26c0fb6184:g:ftoAAOSwbGdlMQI5&amdata=enc%3AAQAIAAAA4Hy36zXJceMGWu6alU5wuNCcHrvkgcJbJS%2FYOIo5%2Bqlk8eM%2BCvhnLD5ioUUsLaIBBdcDMCp%2BHC%2FDTPfIH9rJW6rWDR2cf40yt8StOBTs0FgqOJJhmNwE7P%2F8OBpooPeqAwOTueBl20K9aaembsFvKvsaXXuHnE8%2BT2Bl9IAHEfk26twd20%2BU0QzMigYM7IxPTzorYhaK5%2BZYAW%2BjHJ6OBwnfkVzYLRcCjrJwgrBMdx3AWCmp6s4gPXRSWBB7060D7ptP%2Ff4d8WPhX6Aln9QmYeVBnBVrG7nJAbL9waqXvHV%2F%7Ctkp%3ABk9SR9TQ8pj-Yg,Apple iPhone 11 - 64GB - Black (Unlocked) A2111 (CDMA + GSM),US $143.50,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... ",0190199220546,Hexa Core,6.1 in,Black,MWL72LL/A,A2111 (CDMA + GSM),Single SIM,Apple,Unlocked,Apple iPhone 11,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",Bar,iOS,"Liquid Retina HD Display, Water-Resistant, Facial Recognition, 4K Video Recording, Wide-Angle Camera, Fast Wireless Charging, Dust-Resistant, Ultra Wide-Angle Camera, Dual Rear Cameras, eSIM, Fast Charging",64 GB,12.0 MP,4 GB,
https://www.ebay.com/fdbk/feedback_profile/cuisiting1226?filter=feedback_page%3ARECEIVED_AS_SELLER&q=314607001923&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Item as described by the seller, fast shipping. Thanks ,Apple iphone 1st Generation 4/8/16GB Unlocked iphone 2G A1203 Rare ios 1.0&1.1.4 (#,),Great item and fast shipping, thanks!,Apple iphone 1st Generation 4/8/16GB Unlocked iphone 2G A1203 Rare ios 1.0&1.1.4 (#,),Good Vendor, everything perfect, gracias!,Apple iphone 1st Generation 4/8/16GB Unlocked iphone 2G A1203 Rare ios 1.0&1.1.4 (#,),Reliable and honest seller. ,Apple iphone 1st Generation 4/8/16GB Unlocked iphone 2G A1203 Rare ios 1.0&1.1.4 (#,)"
https://www.ebay.com/fdbk/feedback_profile/sensefc?filter=feedback_page%3ARECEIVED_AS_SELLER&q=144747997919&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Never used brand new phone with 100 battery health. I recommend this seller. ,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),Brand new unused unopened and with 100 battery health. Very satisfied.,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),Was shipped fast. Seller was very responsive. Very happy with the item!,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),This person that runs this is on the ball I think you so much for helping me get my parts that I needed . I have a small part that was left and I need to pay are return it to you . Thanks again for your help let me know what to do with the part I have .thanks ,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),Good phone 📱 I love it 😍 ,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),Fast shipping and great price!,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),Perfect ,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),Thank you!,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#144747997919),Very good,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),The phone looks good and I like it so much ,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),A+. Thanks!!,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),Excellent! Thank You!!!,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#144747997919),Good price and shipping. ,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#144747997919),The phone was in excellent condition and exactly what I thought I was going to get.  Thank you!,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),Item arrived early and as advertised. Also received message from seller when item was shipped. Excellent seller, would definitely buy from again! ,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),Fast shipping pleasure to deal with ,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),Thank you so much I received today my iPhone it’s very very good condition. It’s brand new. Thank you so much. ￼👍👍👍👍👍,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),Fast shipping, as advertised. A++++++,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),Good.,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#144747997919),Nice phone . Easy ordering ,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#,),i love it,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#144747997919),Phone was new in sealed box like advertised. Fair price fast shipping. Highly recommend ,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#144747997919),Very pleased with purchase of iphone 8plus. Arrived promptly & as described.  No issues, camera works, battery in good shape, no scratches’. ,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#144747997919),Super fast shipping! As advertised. Highly recommend!!!  AAA+,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#144747997919),The phone was in a closed box, but when I opened it, a protective glass was already installed on the screen, the phone gets very hot, the camera does not work. Do not buy anything here, they are scammers.,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS SF (#144747997919)"
https://www.ebay.com/itm/304657420318?epid=27049276496&hash=item46eeff501e:g:pwQAAOSwHxhlDb9P&amdata=enc%3AAQAIAAAAsAAK76zG84Fh9kNqRjkWz6OS4ov%2BJScF60rgvNDBo0Q6wCxHlqx%2F0r26DXJUG8TalKrk90wh%2F3S%2BjmbJMrG421yB7ZyZgUYVQbgBqPaOV4JAvHrs05QPh7YwIiRC7JV0IYwm704jBJ4e5v%2FN4CZ7uLqlOH62txuQ8lRcr%2BEHwY2ikLY%2B%2Fr5uSAz2n5VYtTUO7EOPvOJPNnbPb2WQX7K2Ayu7Uc6N0Zs4FGub4WjmtKib%7Ctkp%3ABlBMUNLQ8pj-Yg,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good,US $469.95,Very Good - Refurbished,“100% Fully Functional - Very Good Cosmetic Condition. Very minimal signs of wear. See below for ... ,Apple,Apple iPhone 13 mini,256 GB,Unlocked,12.0 MP,5.4 in,Factory Unlocked,Hexa Core,"Dual Rear Cameras, Tap to Wake, Ultra Wide-Angle Camera",4 GB,Without Contract,iOS,"Midnight, Blue, Green, Pink, (PRODUCT)RED, Starlight",2021,80% or higher,Bar,
https://www.ebay.com/itm/295267694886?epid=17052769807&hash=item44bf537926:g:vlYAAOSwohlk74bW&amdata=enc%3AAQAIAAAAwBY%2BlykdHam0iEEvhRdUMmbxDrWk0%2Fbx2nDbLc4YZqPOsAY643SCi4G1WokICX6ttA8tb565Z4rp3DmLfd8NzHNd9ATQSONFY7pmrFhZ0dNVfj%2FqIWd%2FKBk0cZmqH6sW6prx%2F4bt74rcJuB5%2FO7IeRU7ytom9RCzmdVsKvAyEomAi%2FdDs%2BjCMXfVQ5fNMmfqvXOCeDgE5iWd%2BpOiYKFsy29T31X1uhg2jQvgQzyp3jDmS%2FSgJTk1D0T8%2BdnBwbwzGQ%3D%3D%7Ctkp%3ABlBMUNLQ8pj-Yg,Apple iPhone 13 256GB Factory Unlocked AT&T T-Mobile Verizon Good Condition,US $464.95,Good - Refurbished,“100% Fully Functional - Good Cosmetic Condition. Moderate signs of wear. See below for full ... ,Apple,Apple iPhone 13,256 GB,Unlocked,12.0 MP,6.1 in,Factory Unlocked,Hexa Core,"Dual Rear Cameras, Tap to Wake, Ultra Wide-Angle Camera",4 GB,Without Contract,iOS,"Midnight, Blue, Green, Pink, (PRODUCT)RED, Starlight",2021,80% or higher,Bar,
https://www.ebay.com/fdbk/feedback_profile/supplytronics?filter=feedback_page%3ARECEIVED_AS_SELLER&q=304657420318&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Good,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Very good seller ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),A+ , awesome thank you ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),The phone is in really good condition, the only flaw is a little scratch on the screen and a little impact marks on the left frame. The battery live is better than expectation. Excellent value for money！,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Solid phone, no complaints!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Realy good phone in super condition.  Thank you.
Danny,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Awesome phone, just as described! ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Good phone, as described. Fast shipping ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Great Ebayer! Super Fast Shipping! Very Nice phone! Recommend to ALL. THANKS!!!!!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Thrilled to have this phone. Good quality with quick shipping + an immediate one year warranty. The phone was well-packaged for delivery. Thank you!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),All good, well received! On time!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),PERFECT,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#304657420318),Thanks ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Don’t buy from this seller, he sends bad phones,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#304657420318),Great and responsive seller although phone had to be returned. Excellent customer service!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),This device has multiple issues . Eventhough the phone system is working very well, the battery has been replace with nongenuine apple product and theres a couple dot of paint damage at the right side of the frame .  They shouldn't describe as a very good condition . I already returned it yesterday .,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Nice phone. A little crack in one lens cover, else perfect quality for a good price.,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#304657420318),Great phone. Item is great condition. Would buy from again. ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#304657420318),Great seller !! A real asset to eBay community,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#304657420318),Exactly as hoped!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#304657420318),EXCELENTE COMPRA. FUNCIONA A LA PERFECCION. GRACIAS,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#304657420318),Item came as advertised ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#304657420318),Phone was in Great cosmetic condition and functions perfectly. ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#304657420318),Thanks. Phone looks new but screen is not genuine Apple part. But it works.,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#304657420318),Very quick shipping!  IPhone is in good condition and seems great so far, exactly as advertised!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#304657420318)"
https://www.ebay.com/fdbk/feedback_profile/supplytronics?filter=feedback_page%3ARECEIVED_AS_SELLER&q=295267694886&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Great product, cant complain ,Apple iPhone 13 256GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Arrived on time. Arrived in good condition. Product works. The product is in good condition appearance wise. Time will tell of over all performance .,Apple iPhone 13 256GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Item is as described and I would recommend this seller to others.,Apple iPhone 13 256GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#295267694886),Good,Apple iPhone 13 256GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#295267694886),��������,Apple iPhone 13 256GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#295267694886),As described,Apple iPhone 13 256GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#295267694886),There was a problem setting up the phone (through no fault of the Seller!).  Seller was willing and able to accept a Return for Refund.  In the meantime, I was able to work with some Apple Techs who were able to get the phone up and running.  Works Great!  Exactly what I was hoping for!  I'd buy from this Seller again!  You can trust them, too!  A++++,Apple iPhone 13 256GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#295267694886),Excellent price would recommend to buy from this seller anytime.,Apple iPhone 13 256GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#295267694886)"
https://www.ebay.com/itm/304600814649?epid=24061891723&hash=item46eb9f9439:g:P7gAAOSw2h1lDb5o&amdata=enc%3AAQAIAAAAwCN3PFD%2FdeOFM2CF8mUW6uzG89aDz97Hh8qTJTF2k7Je13a0LQvZgWVBmMV35tqy%2BfXCtPUP1Q1JTz20tUfKJqbuGoIGNxwCnWQwLAsioKeco1v%2B5Rr3MFQk5c%2FIo%2BNZ6XRJzYc24p%2BCLDyeE3YbSZPg%2B%2FCv8YpSJPp0BLlEZcUJLeYUfy8VvOJzkwO3YsH%2FQZ5IXn%2BDe%2BUOpY%2BUsG4vnuaUWfFUHzrnOKLhI9mzBE0wx4%2B7Rb33JvHs5LXm61RidQ%3D%3D%7Ctkp%3ABlBMUNLQ8pj-Yg,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,US $449.95,Very Good - Refurbished,“100% Fully Functional - Very Good Cosmetic Condition. Very minimal signs of wear. See below for ... ,Apple,Apple iPhone 13,128 GB,Unlocked,12.0 MP,6.1 in,Factory Unlocked,Hexa Core,"Dual Rear Cameras, Tap to Wake, Ultra Wide-Angle Camera",4 GB,Without Contract,iOS,"Midnight, Blue, Green, Pink, (PRODUCT)RED, Starlight",2021,80% or higher,Bar,
https://www.ebay.com/fdbk/feedback_profile/supplytronics?filter=feedback_page%3ARECEIVED_AS_SELLER&q=304600814649&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Good price works good ,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Good transaction just as described,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Good buy ,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Mint condition. Battery came at 95% . Thanks ,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),I received the dark blue color instead of the black iPhone but it’s okay,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Seems new with 87% Batt life. thanks,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Highly recommended. I've got 3 phone from them. Clear IMEI, truly unlocked. No issues at all!,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Highly Recommend ,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Exactly as promised, and super fast. Thank you. ,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Excellent,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Item as described ,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Great,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Perfect transaction, good product!,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Fast and reliable service,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Thanks ,working good,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),A++, Always responsive, quick shipping, and item as described,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),A++, Always responsive, quick shipping, and item as described,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),A++, Always responsive, quick shipping, and item as described,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),A++, Always responsive, quick shipping, and item as described,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Great item!,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Fast shipping, item as described.,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),great seller, good product, I will buy again,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Just as described.  Great condition.  Works fine and battery is very strong.  Very pleased.,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Super Fast shipping.  Phone is nice as described.,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Outstanding quality,Apple iPhone 13 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,)"
https://www.ebay.com/fdbk/feedback_profile/cuisiting1226?filter=feedback_page%3ARECEIVED_AS_SELLER&q=314604035791&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Good phone, functioning, almost untoched, some scratches but still conects to some 5G networks!,Apple iphone 1st generation-iphone 3G-iphone 3GS Unlocked-Tested-Works well (#,),Thanks this item has arrived ,Apple iphone 1st generation-iphone 3G-iphone 3GS Unlocked-Tested-Works well (#,),Great price and communication.,Apple iphone 1st generation-iphone 3G-iphone 3GS Unlocked-Tested-Works well (#,),Everything, OK,Apple iphone 1st generation-iphone 3G-iphone 3GS Unlocked-Tested-Works well (#,),Great transaction ,Apple iphone 1st generation-iphone 3G-iphone 3GS  Unlocked-Tested-Works  well (#,),Fast delivery, and great quality as described,Apple iphone 1st generation-iphone 3G-iphone 3GS Unlocked-Tested-Works well (#,),I will pay back doon,Apple iphone 1st generation-iphone 3G-iphone 3GS Unlocked-Tested-Works well (#,),Lov'en the Gen 1 iPhone. The whole process to order, ship and received...I am very satisfied.,Apple iphone 1st generation-iphone 3G-iphone 3GS  Unlocked-Tested-Works  well (#,),Prodotto in buone condizioni.Arrivato prima del previsto.Venditore disponibile.Consigliato!!!!,Apple iphone 1st generation-iphone 3G-iphone 3GS Unlocked-Tested-Works well (#,),디스플레이가 정품입니다,Apple iphone 1st generation-iphone 3G-iphone 3GS Unlocked-Tested-Works well (#,),Great seller. Quick delivery.,Apple iphone 1st generation-iphone 3G-iphone 3GS  Unlocked-Tested-Works  well (#,),This is a responsible seller,Apple iphone 1st generation-iphone 3G-iphone 3GS  Unlocked-Tested-Works  well (#,),Great seller.,Apple iphone 1st-3G-3GS generation Unlocked-Tested-Works very well (#314604035791),Thank you for the prompt delivery.,Apple iphone 1st-3G-3GS generation Unlocked-Tested-Works very well (#314604035791),great product for an excellent price ,Apple iphone 1st-3G-3GS generation Unlocked-Tested-Works very well (#314604035791),I ordered wrong so requested to refund. The response from the seller was really quick and kind. So if I had a chance to buy other items, I would definitely purchase from this shop,Apple iphone 1st generation-iphone 3G-iphone 3GS  Unlocked-Tested-Works  well (#,),Hi , it was bought by my grandson and he found that it cannot be used. 
Can I request to return and get a refund. 
Thank you ,Apple iphone 1st-3G-3GS generation Unlocked-Tested-Works very well (#314604035791),Fast shipping ,Apple iphone 1st-3G-3GS generation Unlocked-Tested-Works very well (#314604035791)"
https://www.ebay.com/itm/334135618765?epid=27041708043&hash=item4dcc08eccd:g:Pa0AAOSwcn9hMf5E&amdata=enc%3AAQAIAAAA4Nh36R4ts2uox1UL6L0hCh%2BPvL6oIvoDwP9pbDHlehbYERYgasEH%2BRSdhKrQV37bAJEpXnpJZvdm6NBMqGjaz2qfDqP%2BpA2kfNsirBEwz65q2oh9oJh0yhaNwS66sxBH8KVlSBuhP5H9z8XKT2jCeVyWNzzFnyBnTvCPUYM4zaHS0pEk%2FNRPm%2FOln7rw6JyiSvlskeoE5hV8OQfWzBSXXcjpkEgkzMgxp1WESMEG0eImYbCtcdmjF3K56RKAd3oV1HUin8StLCI7zH3Gx34rIVU7%2BK0veJSKht4lSIMpZwCc%7Ctkp%3ABk9SR9LQ8pj-Yg,Apple iPhone 12 64GB/128GB/256,GBP 329.99,Very Good - Refurbished,"“Very good condition refurbished mobile, that will show some signs of use across the device, such as ... ",12.0 MP,Apple iPhone 12,India,iOS,Without Contract,Bar,Yes,HSDPA 900,"3G, 4G, 5G, Bluetooth","4K Video Recording, Accelerometer, Ambient Light Sensor",A2403,4 GB,Network Unlocked,Does Not Apply,Unlocked,All,
